OBJECTID,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_3409_LABEL,Shape__Area,Shape__Length
1440,87017,CARBURY, ,KILDARE,Cill Dara,Leinster,667698.515408681,734416.354953524,2AE19629227513A3E055000000000001,06044,87017,Carbury,0.006027165330522,0.486567550139686
1441,187082,TEMPLEHARRY,Teampall na hAithrí,OFFALY,Uíbh Fhailí,Leinster,600114.14852546,685389.612345071,2AE196291A7713A3E055000000000001,12057,187082,Templeharry,0.002659881896218,0.307494813501002
1442,47020,BALLYARTHUR, ,CORK,Corcaigh,Munster,578401.109728788,615914.277229884,2AE196291F2313A3E055000000000001,18277,47020,Ballyarthur,0.001850059067045,0.249177506681949
1443,127069,FEDAMORE,Feadamair,LIMERICK,Luimneach,Munster,559223.474870722,645795.454753993,2AE19629179B13A3E055000000000001,21015,127069,Fedamore,0.002631526991711,0.282694825811594
1444,247029,CAHORE, ,WEXFORD,Loch Garman,Leinster,719837.116170585,645166.486196807,2AE196291E6F13A3E055000000000001,14047,247029,Cahore,0.002467379747153,0.259153715433288
1445,227080,REISK,An Riasc,WATERFORD,Port Láirge,Munster,652163.128177278,605995.904826591,2AE196291B3D13A3E055000000000001,25082,227080,Reisk,0.003424111684597,0.392236696244354
1446,47029,BALLYHOOLAHAN, ,CORK,Corcaigh,Munster,530330.583628981,603015.837127473,2AE196291F4413A3E055000000000001,18146,47029,Ballyhoolahan,0.002124258822605,0.260338727835756
1447,268092,KIMMAGE C, ,DUBLIN,Baile Átha Cliath,Leinster,714180.714366942,731902.783140775,2AE196291D9B13A3E055000000000001,02113,268092,Kimmage C,0.000126232595357,0.05181528867606
1448,167003,ARDCATH, ,MEATH,An Mhí,Leinster,706484.005524962,765206.981754466,2AE19629182413A3E055000000000001,11043,167003,Ardcath,0.005897750017126,0.514543230231608
1449,227043,GLENWILLIAM,Gleann Uilliam,WATERFORD,Port Láirge,Munster,620421.006364135,581789.53757552,2AE196291B5F13A3E055000000000001,25088,227043,Glenwilliam,0.0011717761275,0.169380430844053
1450,268012,BALLYGALL A, ,DUBLIN,Baile Átha Cliath,Leinster,713607.413608968,738590.452496935,2AE196291D0813A3E055000000000001,02011,268012,Ballygall A,6.7133293969e-05,0.044437833612072
1451,47077,CARRIGTOHILL, ,CORK,Corcaigh,Munster,581838.977643051,574586.753821961,2AE196291F6813A3E055000000000001,18249,47077,Carrigtohill,0.006281970153321,0.44967003672087
1452,157021,BALLINROBE, ,MAYO,Maigh Eo,Connacht,517246.431705809,765355.902069769,2AE1962918CB13A3E055000000000001,29034,157021,Ballinrobe,0.007511010262978,0.454174763739153
1453,237081,MULTYFARNHAM, ,WESTMEATH,An Iarmhí,Leinster,640506.239537973,765887.165165461,2AE196291B4413A3E055000000000001,13092,237081,Multyfarnham,0.003393091468943,0.360504061763497
1454,247116,WELLS, ,WEXFORD,Loch Garman,Leinster,712156.323705042,642768.507552734,2AE196291E4413A3E055000000000001,14063,247116,Wells,0.00331652090068,0.370101568880491
1455,77049,CLOGHERBRIEN, ,KERRY,Ciarraí,Munster,480091.298109179,617542.769787467,2AE19629239413A3E055000000000001,19143,77049,Clogherbrien,0.002973547291687,0.276284143608714
1456,48054,SOUTH GATE A, ,CORK,Corcaigh,Munster,567673.919255251,571503.243377216,2AE19629219913A3E055000000000001,17057,48054,South Gate A,2.7149542088e-05,0.027647101546455
1457,267068,DUN LAOGHAIRE-GLASTHULE, ,DUBLIN,Baile Átha Cliath,Leinster,724779.605580206,727596.240621091,2AE196291D3B13A3E055000000000001,05043,267068,Dún Laoghaire-Glasthule,0.000100901644496,0.042450043975475
1458,268004,ARRAN QUAY D, ,DUBLIN,Baile Átha Cliath,Leinster,713676.628007469,734791.718618843,2AE196291CEE13A3E055000000000001,02004,268004,Arran Quay D,4.616705299e-05,0.032641933987414
1459,227088,TINNASAGGART,Tigh na Sagart,WATERFORD,Port Láirge,Munster,629412.239755849,605072.21546381,2AE196291B6213A3E055000000000001,25052,227088,Tinnasaggart,0.00185142542161,0.248394556457182
1460,268058,DRUMCONDRA SOUTH A, ,DUBLIN,Baile Átha Cliath,Leinster,716727.512092758,736889.805868709,2AE196291D6513A3E055000000000001,02047,268058,Drumcondra South A,0.000138752731379,0.049345154206236
1461,87021,CARRIGEEN, ,KILDARE,Cill Dara,Leinster,681870.610685214,689034.375187438,2AE19629228C13A3E055000000000001,06012,87021,Carrigeen,0.004024733933166,0.322651273312148
1462,247046,ENNISCORTHY URBAN, ,WEXFORD,Loch Garman,Leinster,697229.052392584,639811.179596802,2AE196291EB813A3E055000000000001,14001,247046,Enniscorthy Urban,0.000140856998545,0.064832258616833
1463,67090,DRUMKEARY, ,GALWAY,Gaillimh,Connacht,570060.800698488,707136.458458851,2AE19629232013A3E055000000000001,27111,67090,Drumkeary,0.003232707766326,0.346492862452799
1464,67075,CUMMER, ,GALWAY,Gaillimh,Connacht,540963.194185204,744650.577036943,2AE1962922F213A3E055000000000001,27192,67075,Cummer,0.002102084621505,0.217951030839676
1465,27046,DRUNG, ,CAVAN,An Cabhán,Ulster,649747.530819683,809718.570592963,2AE196291CAB13A3E055000000000001,32061,27046,Drung,0.003106014988535,0.289566472112356
1466,267006,BALLINASCORNEY, ,DUBLIN,Baile Átha Cliath,Leinster,706505.511678361,722802.895496566,2AE196291E2313A3E055000000000001,03001,267006,Ballinascorney,0.003248172172683,0.292966886350544
1467,77148,RATHMORE, ,KERRY,Ciarraí,Munster,513383.459004503,592980.191156911,2AE1962922AC13A3E055000000000001,19091,77148,Rathmore,0.00516055085781,0.442051843977433
1468,77071,DUAGH, ,KERRY,Ciarraí,Munster,505534.90263216,629171.865937662,2AE19629222513A3E055000000000001,19105,77071,Duagh,0.001841985071307,0.256752279007454
1469,37077,KILKEE, ,CLARE,An Clár,Munster,488708.684428234,659877.927030138,2AE196291FA113A3E055000000000001,16088,37077,Kilkee,0.000696861469536,0.19008168156371
1470,167011,BECTIVE, ,MEATH,An Mhí,Leinster,684609.596659836,761774.301826771,2AE19629183D13A3E055000000000001,11051,167011,Bective,0.002754117048312,0.331726305702783
1471,228036,TICOR NORTH,An Tigh Corr Thuaidh,WATERFORD,Port Láirge,Munster,658838.450413887,611730.753674554,2AE196291BBE13A3E055000000000001,24037,228036,Ticor North,7.4803027991e-05,0.039507868097472
1472,228011,CLEABOY,An Claí Buí,WATERFORD,Port Láirge,Munster,658926.025664619,612424.970554855,2AE196291B9213A3E055000000000001,24011,228011,Cleaboy,9.0969065086e-05,0.050747994143977
1473,77067,DOON, ,KERRY,Ciarraí,Munster,484756.898807608,618332.841125978,2AE19629221813A3E055000000000001,19147,77067,Doon,0.001373886376354,0.194428881492898
1474,127088,KILDIMO,Cill Díoma,LIMERICK,Luimneach,Munster,544637.117555023,652309.854729139,2AE1962917AF13A3E055000000000001,21120,127088,Kildimo,0.0017927888035,0.394352305625934
1475,77079,GLANLEE, ,KERRY,Ciarraí,Munster,506963.38083893,571107.079298457,2AE19629223513A3E055000000000001,19052,77079,Glanlee,0.008058430113268,0.712676950150477
1476,67164,LEVALLY, ,GALWAY,Gaillimh,Connacht,551227.374459396,752692.520093961,2AE19629236E13A3E055000000000001,27209,67164,Levally,0.002745630761659,0.30643905334422
1477,47155,GARROWN, ,CORK,Corcaigh,Munster,516242.696330935,556187.407221106,2AE196291F4D13A3E055000000000001,18116,47155,Garrown,0.005118031986086,0.491655251887769
1478,187079,SHINRONE,Suí an Róin,OFFALY,Uíbh Fhailí,Leinster,606989.179462612,693023.848043804,2AE196291A6B13A3E055000000000001,12056,187079,Shinrone,0.002857998512348,0.353423310655315
1479,247033,CASTLE ELLIS, ,WEXFORD,Loch Garman,Leinster,710028.087189576,632402.647768187,2AE196291E7C13A3E055000000000001,14017,247033,Castle Ellis,0.003421450207447,0.316276899887345
1480,237021,CARRICK, ,WESTMEATH,An Iarmhí,Leinster,641609.651595142,744397.01834687,2AE196291B3413A3E055000000000001,13059,237021,Carrick,0.002854530631075,0.280733686896631
1481,67063,CLONTUSKERT, ,GALWAY,Gaillimh,Connacht,582974.891874635,724049.117950961,2AE19629204813A3E055000000000001,27008,67063,Clontuskert,0.002421736583666,0.347918391419315
1482,47228,KNOCKNAGREE, ,CORK,Corcaigh,Munster,518123.261890487,596802.068374461,2AE19629212A13A3E055000000000001,18274,47228,Knocknagree,0.003438197336718,0.438849627164946
1483,47206,KILMACLENINE, ,CORK,Corcaigh,Munster,550300.737103738,604058.945493619,2AE1962921C513A3E055000000000001,18232,47206,Kilmaclenine,0.003145519512628,0.312851058736781
1484,217078,GARRANGIBBON,Garrán Ghiobúin,TIPPERARY,Tiobraid Árann,Munster,634994.067208369,632379.053276643,2AE196291C2813A3E055000000000001,23090,217078,Garrangibbon,0.004853362946799,0.469836149327783
1485,97105,TULLAGHANBROGUE,Tulchán Bróg,KILKENNY,Cill Chainnigh,Leinster,642904.834366917,649256.618343002,2AE19629240113A3E055000000000001,07015,97105,Tullaghanbrogue,0.002942397649132,0.300320157159347
1486,47052,BISHOPSTOWN, ,CORK,Corcaigh,Munster,562552.610226368,569988.539093369,2AE196291EFC13A3E055000000000001,18078,47052,Bishopstown (Part Rural),0.000180725882817,0.089024921321058
1487,228027,MOUNT SION,Cnoc Sióin,WATERFORD,Port Láirge,Munster,660508.486269271,611939.903354111,2AE196291BAD13A3E055000000000001,24028,228027,Mount Sion,2.590923885e-05,0.0227108568911
1488,47091,CHURCHTOWN, ,CORK,Corcaigh,Munster,550319.822381655,613014.836548028,2AE196291F9413A3E055000000000001,18227,47091,Churchtown,0.005238308378298,0.467962656971215
1489,47215,KILPATRICK, ,CORK,Corcaigh,Munster,572824.066604759,558423.618195362,2AE1962921E813A3E055000000000001,18188,47215,Kilpatrick,0.001667445584824,0.213090584536284
1490,67114,KILBENNAN, ,GALWAY,Gaillimh,Connacht,539989.85421511,759457.411536407,2AE19629237D13A3E055000000000001,27200,67114,Kilbennan,0.00190701631242,0.282290013508817
1491,117018,CASHEL, ,LEITRIM,Liatroim,Connacht,608332.280926648,790611.683894828,2AE19629171B13A3E055000000000001,28062,117018,Cashel,0.001557008896288,0.216127953726274
1492,268109,NORTH DOCK C, ,DUBLIN,Baile Átha Cliath,Leinster,716795.499312247,734827.365398364,2AE196291DB513A3E055000000000001,02078,268109,North Dock C,8.1003320429e-05,0.040770319159965
1493,267080,DUNDRUM-SANDYFORD, ,DUBLIN,Baile Átha Cliath,Leinster,717528.513531626,726350.835456466,2AE196291D5C13A3E055000000000001,05039,267080,Dundrum-Sandyford,0.000332162785527,0.084337265610909
1494,247076,KILMORE, ,WEXFORD,Loch Garman,Leinster,698091.07110402,606124.654665349,2AE196291E7413A3E055000000000001,14111,247076,Kilmore,0.003508432164425,0.726423287194633
1495,237036,DERRYMORE, ,WESTMEATH,An Iarmhí,Leinster,659937.147391973,749928.141527201,2AE196291B7313A3E055000000000001,13067,237036,Derrymore,0.00152144266897,0.226389514105606
1496,57098,KILLYGORDON, ,DONEGAL,Dún na nGall,Ulster,620963.051244823,895753.074466222,2AE1962920C513A3E055000000000001,33141,57098,Killygordon,0.003091596037035,0.335712824048639
1497,157019,BALLINCHALLA,Baile an Chalaidh,MAYO,Maigh Eo,Connacht,504698.436491741,765072.8548049,2AE19629198113A3E055000000000001,29033,157019,Baile an Chalaidh,0.006007433045968,0.465135117418028
1498,117073,ROWAN, ,LEITRIM,Liatroim,Connacht,608484.01146934,805324.666095279,2AE19629173F13A3E055000000000001,28078,117073,Rowan,0.002303902669969,0.335431703160745
1499,268068,FINGLAS SOUTH C, ,DUBLIN,Baile Átha Cliath,Leinster,712628.167327125,738132.575244068,2AE196291D6F13A3E055000000000001,02056,268068,Finglas South C,4.9096403377e-05,0.032243827392201
1500,257064,RATHDANGAN, ,WICKLOW,Cill Mhantáin,Leinster,698373.371275787,684320.014303083,2AE196291EA813A3E055000000000001,15024,257064,Rathdangan,0.003262973667571,0.373186365820384
1501,157065,CROSSMOLINA NORTH, ,MAYO,Maigh Eo,Connacht,510802.66822442,819962.006186688,2AE19629197A13A3E055000000000001,29016,157065,Crossmolina North,0.003881799500725,0.51314976531549
1502,67067,CLOONKEEN, ,GALWAY,Gaillimh,Connacht,558382.380709054,755089.506230901,2AE19629205413A3E055000000000001,27191,67067,Cloonkeen,0.002766978212394,0.37669526425382
1503,227061,KILRONAN,Cill Rónáin,WATERFORD,Port Láirge,Munster,617674.833098631,618123.361753169,2AE196291BB713A3E055000000000001,25017,227061,Kilronan,0.001395729730681,0.205751951069809
1504,107086,ROSENALLIS, ,LAOIS,Laois,Leinster,639276.805574099,707074.054605617,2AE1962916E513A3E055000000000001,08074,107086,Rosenallis,0.002571640656291,0.356813686291025
1505,57063,FAHAN, ,DONEGAL,Dún na nGall,Ulster,636580.767709796,926626.648119059,2AE1962920F713A3E055000000000001,33078,57063,Fahan,0.004193585833395,0.314410886058513
1506,77076,ENNISMORE, ,KERRY,Ciarraí,Munster,494327.854487126,632447.969425692,2AE19629223213A3E055000000000001,19106,77076,Ennismore,0.002374584518546,0.323529296624515
1507,37052,DRUMELLIHY, ,CLARE,An Clár,Munster,501554.644834223,664107.662268,2AE196291FDD13A3E055000000000001,16083,37052,Drumellihy,0.003483666279041,0.331731055541674
1508,128034,SHANNON B,An tSionainn B,LIMERICK,Luimneach,Munster,557627.906428998,656882.132531241,2AE19629180013A3E055000000000001,20035,128034,Shannon B,2.4038953422e-05,0.020392629536481
1509,268015,BALLYMUN A, ,DUBLIN,Baile Átha Cliath,Leinster,714106.256337804,740363.628747225,2AE196291D0B13A3E055000000000001,02015,268015,Ballymun A,0.000128164550889,0.058632428605754
1510,257078,WICKLOW URBAN, ,WICKLOW,Cill Mhantáin,Leinster,731528.704183866,693793.473670984,2AE196291EE013A3E055000000000001,15007,257078,Wicklow Urban,0.000424271501926,0.126052584589383
1511,268112,PEMBROKE EAST C, ,DUBLIN,Baile Átha Cliath,Leinster,719132.31068712,732078.674446458,2AE196291DB813A3E055000000000001,02127,268112,Pembroke East C,0.000116888162741,0.052697510250229
1512,267113,RATHFARNHAM-BALLYROAN, ,DUBLIN,Baile Átha Cliath,Leinster,713080.179761634,728293.625075593,2AE196291E0013A3E055000000000001,03022,267113,Rathfarnham-Ballyroan,9.3057448885e-05,0.042909413662867
1513,97058,KILCULLIHEEN,Cill Choilchín,KILKENNY,Cill Chainnigh,Leinster,661256.402235,613579.397263945,2AE19629240913A3E055000000000001,07106,97058,Kilculliheen (part),0.001156172574288,0.206847985337101
1514,107041,DONORE, ,LAOIS,Laois,Leinster,635261.670783566,689608.628417965,2AE1962916B813A3E055000000000001,08015,107041,Donore,0.003097957536297,0.309931921815654
1515,37138,RATHCLOONEY, ,CLARE,An Clár,Munster,542369.648330322,683400.403975908,2AE196291FFF13A3E055000000000001,16152,37138,Rathclooney,0.001635861978441,0.250295057162193
1516,107033,COLT, ,LAOIS,Laois,Leinster,644216.763625687,690731.236840725,2AE1962916C813A3E055000000000001,08010,107033,Colt,0.001354965523182,0.18226527739563
1517,147025,HAGGARDSTOWN,Baile Hagaird,LOUTH,Lú,Leinster,704065.561022614,803000.620265899,2AE1962918F913A3E055000000000001,10030,147025,Haggardstown,0.002914506431512,0.358404310525061
1518,67038,BOYOUNAGH, ,GALWAY,Gaillimh,Connacht,559790.749751228,764963.780741751,2AE1962920A713A3E055000000000001,27069,67038,Boyounagh,0.002150496574883,0.276541916984504
1519,247072,KILLOUGHRUM, ,WEXFORD,Loch Garman,Leinster,691017.531561485,641972.553528546,2AE196291E6613A3E055000000000001,14027,247072,Killoughrum,0.003073444290253,0.313124797198606
1520,137051,MULLANALAGHTA, ,LONGFORD,An Longfort,Leinster,631261.436577646,787995.283867322,2AE19629194013A3E055000000000001,09034,137051,Mullanalaghta,0.003128336317852,0.304281314285537
1521,127016,BALLYALLINAN,Baile Uí Áilíonáin,LIMERICK,Luimneach,Munster,536552.145623935,637809.864441801,2AE19629176013A3E055000000000001,21110,127016,Ballyallinan,0.003059573143967,0.284976626544728
1522,77065,DINGLE,An Daingean,KERRY,Ciarraí,Munster,444650.217505985,601227.132422056,2AE1962922D813A3E055000000000001,19033,77065,An Daingean,0.000276316343705,0.100720650352097
1523,48067,TOGHER B, ,CORK,Corcaigh,Munster,566535.223578157,570171.882597247,2AE1962921B113A3E055000000000001,17067,48067,Togher B,1.5931433645e-05,0.017831122249485
1524,268161,WOOD QUAY A, ,DUBLIN,Baile Átha Cliath,Leinster,715145.170364001,733605.371479044,2AE196291E0D13A3E055000000000001,02161,268161,Wood Quay A,2.410040357e-05,0.025372971620133
1525,157058,COOLNAHA, ,MAYO,Maigh Eo,Connacht,549792.151206466,785112.444602134,2AE19629196C13A3E055000000000001,29109,157058,Coolnaha,0.003191860841318,0.364564121096405
1526,67080,DERREW, ,GALWAY,Gaillimh,Connacht,582431.845580276,716717.894653348,2AE19629230213A3E055000000000001,27166,67080,Derrew,0.002034617909043,0.25222494386549
1527,77098,KILGOBBAN, ,KERRY,Ciarraí,Munster,469008.497492505,606939.051474272,2AE19629228513A3E055000000000001,19152,77098,Kilgobban,0.004358140092311,0.374153033173125
1528,167037,INNFIELD, ,MEATH,An Mhí,Leinster,676326.505023513,742840.804494611,2AE1962918B313A3E055000000000001,11081,167037,Innfield,0.004628046151865,0.346357917943572
1529,48064,TIVOLI A, ,CORK,Corcaigh,Munster,569898.492207902,572581.710493843,2AE1962921AE13A3E055000000000001,17064,48064,Tivoli A,0.000138578577347,0.074447777145387
1530,57080,GOLAND, ,DONEGAL,Dún na nGall,Ulster,608169.574876452,888236.555480562,2AE19629208413A3E055000000000001,33140,57080,Goland,0.005904420471221,0.392937944703367
1531,77165,VALENCIA, ,KERRY,Ciarraí,Munster,437789.949010386,575501.812802584,2AE19629223913A3E055000000000001,19025,77165,Valencia,0.003426419353574,0.399557380912959
1532,137025,DOORY, ,LONGFORD,An Longfort,Leinster,616739.724779502,763563.64749272,2AE1962918EB13A3E055000000000001,09007,137025,Doory,0.003456876292469,0.326174039633273
1533,237039,DYSART, ,WESTMEATH,An Iarmhí,Leinster,636838.281845268,746914.467157222,2AE196291B8413A3E055000000000001,13068,237039,Dysart,0.002584684328917,0.265876119654702
1534,117025,CORRALA, ,LEITRIM,Liatroim,Connacht,619873.31723591,806748.096978783,2AE19629172213A3E055000000000001,28003,117025,Corrala,0.002166975880292,0.31723698434131
1535,268118,PHOENIX PARK, ,DUBLIN,Baile Átha Cliath,Leinster,711294.921462428,735406.346607315,2AE196291DBE13A3E055000000000001,02079,268118,Phoenix Park,0.00099429199078,0.148752010409126
1536,47306,TEMPLEMICHAEL, ,CORK,Corcaigh,Munster,559751.433845952,559115.017932016,2AE1962921F513A3E055000000000001,18196,47306,Templemichael,0.002672581086788,0.302413718604778
1537,47210,KILMONOGE, ,CORK,Corcaigh,Munster,567543.150695599,553850.506730477,2AE1962921DD13A3E055000000000001,18187,47210,Kilmonoge,0.002222246937271,0.297630867567837
1538,57117,MALINBEG,Málainn Bhig,DONEGAL,Dún na nGall,Ulster,552087.39402136,881617.293862934,2AE19629206513A3E055000000000001,33062,57117,Málainn Bhig,0.004688825867537,0.558618641402575
1539,107080,PORTLAOIGHISE URBAN, ,LAOIS,Laois,Leinster,647040.04868033,698500.860233141,2AE1962916F613A3E055000000000001,08072,107080,Portlaoighise (Maryborough) Urban,0.000273277786972,0.078506839223705
1540,217035,BUOLICK,Buailic,TIPPERARY,Tiobraid Árann,Munster,627195.926296493,655502.551102222,2AE196291C2F13A3E055000000000001,23143,217035,Buolick,0.003194143781854,0.305276690103053
1541,127083,GRISTON,Baile na gCríostúnach,LIMERICK,Luimneach,Munster,573488.288875621,622646.787988913,2AE1962917AA13A3E055000000000001,21037,127083,Griston,0.002123282849434,0.242952161810528
1542,97023,CASTLEGANNON,Caisleán Geanainn,KILKENNY,Cill Chainnigh,Leinster,656667.451345878,630003.261414053,2AE1962923C013A3E055000000000001,07067,97023,Castlegannon,0.001609246095539,0.231868452982685
1543,237008,BALLINLOUGH, ,WESTMEATH,An Iarmhí,Leinster,664015.301281095,764969.175303892,2AE196291BDB13A3E055000000000001,13034,237008,Ballinlough,0.001185491090419,0.20828292031786
1544,128036,SINGLAND B,Saingeal B,LIMERICK,Luimneach,Munster,559694.014898959,656520.166826053,2AE19629180213A3E055000000000001,20037,128036,Singland B,0.000145629298839,0.052326723630887
1545,127133,TEMPLEBREDON,Teampall Uí Bhrídeáin,LIMERICK,Luimneach,Munster,577686.617627672,641160.10185716,2AE1962917C813A3E055000000000001,21136,127133,Templebredon,0.003023237165963,0.405566390587448
1546,127049,COOLRUS,Cúlros,LIMERICK,Luimneach,Munster,549263.652474621,635008.823578284,2AE19629178813A3E055000000000001,21010,127049,Coolrus,0.002590779442753,0.278502551008459
1547,47260,MONANIMY, ,CORK,Corcaigh,Munster,565354.514440315,597408.846881274,2AE1962921EA13A3E055000000000001,18237,47260,Monanimy,0.004692736848457,0.373651666273098
1548,267055,CLONSKEAGH-MILLTOWN, ,DUBLIN,Baile Átha Cliath,Leinster,717157.86185606,730191.27407423,2AE196291D1813A3E055000000000001,05029,267055,Clonskeagh-Milltown,6.9933824074e-05,0.033810946899772
1549,48030,GILLABBEY C, ,CORK,Corcaigh,Munster,565587.194105357,571134.725699384,2AE19629217A13A3E055000000000001,17029,48030,Gillabbey C,5.413713863e-05,0.032809031253182
1550,227077,PORTLAW,Port Lách,WATERFORD,Port Láirge,Munster,645275.142743142,616786.029833422,2AE196291B2E13A3E055000000000001,25010,227077,Portlaw,0.002725115102148,0.281052667771052
1551,127067,DUNTRYLEAGUE,Dún Trí Liag,LIMERICK,Luimneach,Munster,576678.538930154,629275.536195223,2AE19629179913A3E055000000000001,21072,127067,Duntryleague,0.002194176588048,0.341445198501537
1552,67087,DOONLOUGHAN, ,GALWAY,Gaillimh,Connacht,457976.37183656,744646.571840759,2AE19629231413A3E055000000000001,27029,67087,Doonloughan,0.001911943136274,0.538643158796159
1553,47233,KNOCKTEMPLE, ,CORK,Corcaigh,Munster,542028.73829624,613089.508437319,2AE19629214213A3E055000000000001,18166,47233,Knocktemple,0.002819629042543,0.329831958621669
1554,267046,CHURCHTOWN-WOODLAWN, ,DUBLIN,Baile Átha Cliath,Leinster,716664.88317683,728909.611351856,2AE196291CFB13A3E055000000000001,05026,267046,Churchtown-Woodlawn,5.7941813722e-05,0.031526464131362
1555,217064,CURRAHEEN,An Curraichín,TIPPERARY,Tiobraid Árann,Munster,592356.153679866,655890.084892798,2AE196291BF113A3E055000000000001,23161,217064,Curraheen,0.003138113372933,0.297833183033177
1556,77156,TAHILLA, ,KERRY,Ciarraí,Munster,475559.659940392,568233.099383828,2AE1962922BE13A3E055000000000001,19061,77156,Tahilla,0.005482785869501,0.72300299713193
1557,268142,SAINT KEVIN'S, ,DUBLIN,Baile Átha Cliath,Leinster,715756.858599733,732873.567005251,2AE196291DEE13A3E055000000000001,02146,268142,St. Kevin's,8.4264574707e-05,0.041198049164771
1558,157062,CROAGHMOYLE, ,MAYO,Maigh Eo,Connacht,508645.209121015,797366.408011898,2AE19629197713A3E055000000000001,29077,157062,Croaghmoyle,0.004302961877193,0.409001272653697
1559,147005,CARLINGFORD,Cairlinn,LOUTH,Lú,Leinster,718709.912836656,810619.614117019,2AE19629195D13A3E055000000000001,10021,147005,Carlingford,0.002288453538869,0.287271561377647
1560,268010,BALLYBOUGH B, ,DUBLIN,Baile Átha Cliath,Leinster,716202.46812243,735892.242035674,2AE196291D0613A3E055000000000001,02010,268010,Ballybough B,4.7814955893e-05,0.036201950718594
1561,67215,TYNAGH, ,GALWAY,Gaillimh,Connacht,573408.920619131,709268.068268467,2AE19629234F13A3E055000000000001,27177,67215,Tynagh,0.001855876834008,0.411438160732932
1562,157037,BOHOLA, ,MAYO,Maigh Eo,Connacht,529578.981824174,795499.46904663,2AE19629190C13A3E055000000000001,29105,157037,Bohola,0.00165069982458,0.299816864438175
1563,177038,DRUMGURRA,Droim Goireadh,MONAGHAN,Muineachán,Ulster,678167.767553997,807074.167378375,2AE196291A3C13A3E055000000000001,34013,177038,Drumgurra,0.002826969214155,0.328959627998275
1564,37120,MOUNTIEVERS, ,CLARE,An Clár,Munster,550131.899337628,664779.934628925,2AE196291FB713A3E055000000000001,16118,37120,Mountievers,0.002759948642057,0.292562075468285
1565,207052,KILMACTRANNY, ,SLIGO,Sligeach,Connacht,582298.323854399,813065.331992887,2AE19629198C13A3E055000000000001,31012,207052,Kilmactranny,0.003921556115481,0.371347298553039
1566,167080,SKREEN, ,MEATH,An Mhí,Leinster,696703.910559558,758565.563264985,2AE19629181B13A3E055000000000001,11018,167080,Skreen,0.005192792904065,0.528454864532072
1567,57029,CASTLEFORWARD, ,DONEGAL,Dún na nGall,Ulster,632990.624768224,915847.089481344,2AE19629207813A3E055000000000001,33074,57029,Castleforward,0.003199318198174,0.368650203254969
1568,47115,CORKBEG, ,CORK,Corcaigh,Munster,584585.820945352,562730.639489389,2AE196291F5E13A3E055000000000001,18253,47115,Corkbeg,0.00242862794581,0.3256443073168
1569,267071,DUN LAOGHAIRE-MOUNT TOWN, ,DUBLIN,Baile Átha Cliath,Leinster,723335.510070253,727861.326437496,2AE196291D3E13A3E055000000000001,05046,267071,Dún Laoghaire-Mount Town,4.5034623426e-05,0.029922991674733
1570,37098,KILRUSH RURAL, ,CLARE,An Clár,Munster,499506.052225472,654395.104850244,2AE196291FF313A3E055000000000001,16093,37098,Kilrush Rural,0.007599655993213,0.613187372464001
1571,48006,BISHOPSTOWN A, ,CORK,Corcaigh,Munster,564022.715038551,571226.19831879,2AE19629215813A3E055000000000001,17006,48006,Bishopstown A,0.000213463937644,0.085474008257839
1572,107011,BALLYCARROLL, ,LAOIS,Laois,Leinster,652739.072229569,699686.481952717,2AE1962916A413A3E055000000000001,08042,107011,Ballycarroll,0.001370599392107,0.21303140159486
1573,247087,MONAMOLIN, ,WEXFORD,Loch Garman,Leinster,710714.45120558,646702.03455422,2AE196291E9F13A3E055000000000001,14060,247087,Monamolin,0.00253793206696,0.272802150518814
1574,247100,ROSBERCON URBAN, ,WEXFORD,Loch Garman,Leinster,671428.012330311,627792.672046839,2AE196291EC913A3E055000000000001,14003,247100,Rosbercon Urban,8.8274182291e-05,0.043169416121116
1575,197085,LISMAHA, ,ROSCOMMON,Ros Comáin,Connacht,583393.495293706,753381.79385784,2AE1962919A613A3E055000000000001,30100,197085,Lismaha,0.003389848081161,0.347799528994738
1576,47131,DOUCE, ,CORK,Corcaigh,Munster,509777.292484547,560223.8918427,2AE196291EF513A3E055000000000001,18035,47131,Douce,0.004852959459649,0.378068997396567
1577,107029,CLONDARRIG, ,LAOIS,Laois,Leinster,643519.316149437,698598.962295025,2AE1962916C413A3E055000000000001,08051,107029,Clondarrig,0.002036577323573,0.222229097533132
1578,167079,RODANSTOWN, ,MEATH,An Mhí,Leinster,691278.514728387,741193.94043378,2AE19629181513A3E055000000000001,11017,167079,Rodanstown,0.004005130066587,0.389789139507865
1579,267147,TALLAGHT-SPRINGFIELD, ,DUBLIN,Baile Átha Cliath,Leinster,708080.487019505,727885.106474147,2AE196291CCF13A3E055000000000001,03039,267147,Tallaght-Springfield,0.000282579841334,0.080418764077919
1580,217109,KILNARATH,Cill na Rátha,TIPPERARY,Tiobraid Árann,Munster,579144.02003158,663649.756061664,2AE196291BFF13A3E055000000000001,22043,217109,Kilnarath,0.004344779456091,0.409620325679391
1581,268094,KIMMAGE E, ,DUBLIN,Baile Átha Cliath,Leinster,712778.016023122,730896.317224127,2AE196291D9D13A3E055000000000001,02115,268094,Kimmage E,8.7792219435e-05,0.04605467267484
